0.45% Sodium Cl 1000mL,last_updated_on,version,hospital_location,hospital_address,license_number|MO,"To the best of its knowledge and belief, the hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date indicated.",,,,,,,,,,,,,,,,,,,
RA Sacro Iliac Joints 3 Views,800072008,CDM,637,RC,45065960,NDC,,,facility,outpatient,1,EA,14.05,4.07,MultiPlan,Complementary Network,,11.24,,,,4.92,11.49,percent of total billed charges,
RA Sacro Iliac Joints 3 Views,800072008,CDM,637,RC,51079099120,NDC,,,facility,inpatient,1,EA,6.35,1.84,MultiPlan,Complementary Network,,5.08,,,,3.81,5.19,percent of total billed charges,
RA Sacro Iliac Joints 3 Views,800072008,CDM,637,RC,51079099120,NDC,,,facility,outpatient,1,EA,6.35,1.84,MultiPlan,Complementary Network,,5.08,,,,2.22,5.19,percent of total billed charges,
RA Sacro Iliac Joints 3 Views,800072008,CDM,637,RC,904555661,NDC,,,facility,inpatient,1,EA,7.3,2.12,MultiPlan,Complementary Network,,5.84,,,,4.38,5.97,percent of total billed charges,
RA Sacro Iliac Joints 3 Views,800072008,CDM,637,RC,904555661,NDC,,,facility,outpatient,1,EA,7.3,2.12,MultiPlan,Complementary Network,,5.84,,,,2.56,5.97,percent of total billed charges,
RA Sacro Iliac Joints 3 Views,800072008,CDM,637,RC,93005801,NDC,,,facility,inpatient,1,EA,6.65,1.93,MultiPlan,Complementary Network,,5.32,,,,3.99,5.44,percent of total billed charges,
RA Sacro Iliac Joints 3 Views,800072008,CDM,637,RC,93005801,NDC,,,facility,outpatient,1,EA,6.65,1.93,MultiPlan,Complementary Network,,5.32,,,,2.33,5.44,percent of total billed charges,
RA Sacro Iliac Joints 3 Views,800072008,CDM,637,RC,57664037708,NDC,,,facility,inpatient,1,EA,6.7,1.94,MultiPlan,Complementary Network,,5.36,,,,4.02,5.48,percent of total billed charges,
RA Sacro Iliac Joints 3 Views,800072008,CDM,637,RC,57664037708,NDC,,,facility,outpatient,1,EA,6.7,1.94,MultiPlan,Complementary Network,,5.36,,,,2.34,5.48,percent of total billed charges,
RA Sacro Iliac Joints 3 Views,800072008,CDM,637,RC,65162062710,NDC,,,facility,inpatient,1,EA,6.65,1.93,MultiPlan,Complementary Network,,5.32,,,,3.99,5.44,percent of total billed charges,
RA Sacro Iliac Joints 3 Views,800072008,CDM,637,RC,65162062710,NDC,,,facility,outpatient,1,EA,6.65,1.93,MultiPlan,Complementary Network,,5.32,,,,2.33,5.44,percent of total billed charges,
RA Sacro Iliac Joints 3 Views,800072008,CDM,637,RC,904611961,NDC,,,facility,inpatient,1,EA,6.65,1.93,MultiPlan,Complementary Network,,5.32,,,,3.99,5.44,percent of total billed charges,
RA Sacro Iliac Joints 3 Views,800072008,CDM,637,RC,904611961,NDC,,,facility,outpatient,1,EA,6.65,1.93,MultiPlan,Complementary Network,,5.32,,,,2.33,5.44,percent of total billed charges,
RA Sacro Iliac Joints 3 Views,800072008,CDM,637,RC,65162062750,NDC,,,facility,inpatient,1,EA,6.65,1.93,MultiPlan,Complementary Network,,5.32,,,,3.99,5.44,percent of total billed charges,
RA Sacro Iliac Joints 3 Views,800072008,CDM,637,RC,65162062750,NDC,,,facility,outpatient,1,EA,6.65,1.93,MultiPlan,Complementary Network,,5.32,,,,2.33,5.44,percent of total billed charges,
RA Sacro Iliac Joints 3 Views,800072008,CDM,637,RC,57664037713,NDC,,,facility,inpatient,1,EA,6.55,1.9,MultiPlan,Complementary Network,,5.24,,,,3.93,5.36,percent of total billed charges,
RA Sacro Iliac Joints 3 Views,800072008,CDM,637,RC,57664037713,NDC,,,facility,outpatient,1,EA,6.55,1.9,MultiPlan,Complementary Network,,5.24,,,,2.29,5.36,percent of total billed charges,
RA Sacro Iliac Joints 3 Views,800072008,CDM,637,RC,63739067110,NDC,,,facility,inpatient,1,EA,0.7,0.2,MultiPlan,Complementary Network,,0.56,,,,0.42,0.5726,percent of total billed charges,
RA Sacro Iliac Joints 3 Views,800072008,CDM,637,RC,63739067110,NDC,,,facility,outpatient,1,EA,0.7,0.2,MultiPlan,Complementary Network,,0.56,,,,0.245,0.5726,percent of total billed charges,
RA Sacro Iliac Joints 3 Views,800072008,CDM,637,RC,904636561,NDC,,,facility,inpatient,1,EA,6.95,2.02,MultiPlan,Complementary Network,,5.56,,,,4.17,5.69,percent of total billed charges,
RA Sacro Iliac Joints 3 Views,800072008,CDM,637,RC,904636561,NDC,,,facility,outpatient,1,EA,6.95,2.02,MultiPlan,Complementary Network,,5.56,,,,2.43,5.69,percent of total billed charges,
RA Sacro Iliac Joints 3 Views,800072008,CDM,637,RC,68084080801,NDC,,,facility,inpatient,1,EA,6.55,1.9,MultiPlan,Complementary Network,,5.24,,,,3.93,5.36,percent of total billed charges,
RA Sacro Iliac Joints 3 Views,800072008,CDM,637,RC,68084080801,NDC,,,facility,outpatient,1,EA,6.55,1.9,MultiPlan,Complementary Network,,5.24,,,,2.29,5.36,percent of total billed charges,
RA Sacrum and Coccyx Minimum 2 Views,800072008,CDM,637,RC,904717961,NDC,,,facility,inpatient,1,EA,1.4,0.41,MultiPlan,Complementary Network,,1.12,,,,0.84,1.15,percent of total billed charges,
RA Sacrum and Coccyx Minimum 2 Views,800072008,CDM,637,RC,904717961,NDC,,,facility,outpatient,1,EA,1.4,0.41,MultiPlan,Complementary Network,,1.12,,,,0.49,1.15,percent of total billed charges,
RA Sacrum and Coccyx Minimum 2 Views,8435934,CDM,360,RC,,,,,facility,inpatient,,,369,107.01,MultiPlan,Primary Network,,258.3,,,,221.4,301.84,percent of total billed charges,
RA Sacrum and Coccyx Minimum 2 Views,8435934,CDM,360,RC,,,,,facility,outpatient,,,369,107.01,MultiPlan,Primary Network,,258.3,,,,129.15,4765,percent of total billed charges,
RA Sacrum and Coccyx Minimum 2 Views,7692027,CDM,750,RC,,,,,facility,inpatient,,,4750,1377.5,MultiPlan,Primary Network,,3325,,,,2850,3885.5,percent of total billed charges,
RA Sacrum and Coccyx Minimum 2 Views,7692027,CDM,750,RC,,,,,facility,outpatient,,,4750,1377.5,MultiPlan,Primary Network,,3325,,,,1662.5,3885.5,percent of total billed charges,
RA Sacrum and Coccyx Minimum 2 Views,7692031,CDM,750,RC,,,,,facility,inpatient,,,4750,1377.5,MultiPlan,Primary Network,,3325,,,,2850,3885.5,percent of total billed charges,
RA Sacrum and Coccyx Minimum 2 Views,7692031,CDM,750,RC,,,,,facility,outpatient,,,4750,1377.5,MultiPlan,Primary Network,,3325,,,,1662.5,3885.5,percent of total billed charges,
RA Sacrum and Coccyx Minimum 2 Views,8153962,CDM,750,RC,,,,,facility,inpatient,,,4750,1377.5,MultiPlan,Primary Network,,3325,,,,2850,3885.5,percent of total billed charges,
RA Sacrum and Coccyx Minimum 2 Views,8153962,CDM,750,RC,,,,,facility,outpatient,,,4750,1377.5,MultiPlan,Primary Network,,3325,,,,1662.5,3885.5,percent of total billed charges,
RA Sacrum and Coccyx Minimum 2 Views,8243842,CDM,750,RC,,,,,facility,inpatient,,,4750,1377.5,MultiPlan,Primary Network,,3325,,,,2850,3885.5,percent of total billed charges,
RA Sacrum and Coccyx Minimum 2 Views,8243842,CDM,750,RC,,,,,facility,outpatient,,,4750,1377.5,MultiPlan,Primary Network,,3325,,,,1662.5,3885.5,percent of total billed charges,
RA Sacrum and Coccyx Minimum 2 Views,8246852,CDM,750,RC,,,,,facility,inpatient,,,4750,1377.5,MultiPlan,Primary Network,,3325,,,,2850,3885.5,percent of total billed charges,
RA Sacrum and Coccyx Minimum 2 Views,8246852,CDM,750,RC,,,,,facility,outpatient,,,4750,1377.5,MultiPlan,Primary Network,,3325,,,,1662.5,3885.5,percent of total billed charges,
RA Sacrum and Coccyx Minimum 2 Views,7692034,CDM,750,RC,,,,,facility,inpatient,,,706,204.74,MultiPlan,Primary Network,,494.2,,,,423.6,577.51,percent of total billed charges,
RA Sacrum and Coccyx Minimum 2 Views,7692034,CDM,750,RC,,,,,facility,outpatient,,,706,204.74,MultiPlan,Primary Network,,494.2,,,,247.1,577.51,percent of total billed charges,
RA Sacrum and Coccyx Minimum 2 Views,8150640,CDM,750,RC,,,,,facility,inpatient,,,6016,1744.64,MultiPlan,Primary Network,,4211.2,,,,3609.6,4921.09,percent of total billed charges,
RA Sacrum and Coccyx Minimum 2 Views,8150640,CDM,750,RC,,,,,facility,outpatient,,,6016,1744.64,MultiPlan,Primary Network,,4211.2,,,,2105.6,4921.09,percent of total billed charges,
RA Sacrum and Coccyx Minimum 2 Views,8150653,CDM,750,RC,,,,,facility,inpatient,,,6016,1744.64,MultiPlan,Primary Network,,4211.2,,,,3609.6,4921.09,percent of total billed charges,
RA Sacrum and Coccyx Minimum 2 Views,8150653,CDM,750,RC,,,,,facility,outpatient,,,6016,1744.64,MultiPlan,Primary Network,,4211.2,,,,2105.6,4921.09,percent of total billed charges,
RA Sacrum and Coccyx Minimum 2 Views,8999446,CDM,761,RC,,,,,facility,inpatient,,,1246,361.34,MultiPlan,Primary Network,,872.2,,,,747.6,1019.23,percent of total billed charges,
RA Sacrum and Coccyx Minimum 2 Views,8999446,CDM,761,RC,,,,,facility,outpatient,,,1246,361.34,MultiPlan,Primary Network,,872.2,,,,100,1019.23,percent of total billed charges,
RA Sacrum and Coccyx Minimum 2 Views,3481849,CDM,300,RC,84153,CPT,,,facility,inpatient,,,149,43.21,MultiPlan,Primary Network,,104.3,,,,89.4,121.88,percent of total billed charges,
RA Sacrum and Coccyx Minimum 2 Views,3481849,CDM,300,RC,84153,CPT,,,facility,outpatient,,,149,43.21,MultiPlan,Primary Network,,104.3,,,,17.05,121.88,percent of total billed charges,
RA Sacrum and Coccyx Minimum 2 Views,4925776,CDM,420,RC,97035,CPT,,,facility,inpatient,,,122,35.38,MultiPlan,Primary Network,GP,85.4,,,,73.2,99.8,percent of total billed charges,
RA Sacrum and Coccyx Minimum 2 Views,4925776,CDM,420,RC,97035,CPT,,,facility,outpatient,,,122,35.38,MultiPlan,Primary Network,GP,85.4,,,,11.57,107.08,percent of total billed charges,
RA Sacrum and Coccyx Minimum 2 Views,8282683,CDM,420,RC,97035,CPT,,,facility,inpatient,,,122,35.38,MultiPlan,Primary Network,"CQ,GP",85.4,,,,73.2,99.8,percent of total billed charges,
RA Sacrum and Coccyx Minimum 2 Views,8282683,CDM,420,RC,97035,CPT,,,facility,outpatient,,,122,35.38,MultiPlan,Primary Network,"CQ,GP",85.4,,,,11.57,107.08,percent of total billed charges,
RA Scapula Left,4922268,CDM,430,RC,97035,CPT,,,facility,inpatient,,,122,35.38,MultiPlan,Primary Network,GO,85.4,,,,73.2,99.8,percent of total billed charges,
RA Scapula Left,4922268,CDM,430,RC,97035,CPT,,,facility,outpatient,,,122,35.38,MultiPlan,Primary Network,GO,85.4,,,,11.57,107.08,percent of total billed charges,
RA Scapula Left,8282747,CDM,430,RC,97035,CPT,,,facility,inpatient,,,122,35.38,MultiPlan,Primary Network,"CO,GO",85.4,,,,73.2,99.8,percent of total billed charges,
RA Scapula Left,8282747,CDM,430,RC,97035,CPT,,,facility,outpatient,,,122,35.38,MultiPlan,Primary Network,"CO,GO",85.4,,,,11.57,107.08,percent of total billed charges,
RA Scapula Left,8436725,CDM,921,RC,93975,CPT,,,facility,inpatient,,,1069,310.01,MultiPlan,Primary Network,,748.3,,,,641.4,874.44,percent of total billed charges,
RA Scapula Left,8436725,CDM,921,RC,93975,CPT,,,facility,outpatient,,,1069,310.01,MultiPlan,Primary Network,,748.3,,,,205.43,874.44,percent of total billed charges,
RA Scapula Left,7695245,CDM,278,RC,C1886,HCPCS,,,facility,inpatient,,,8142,2361.18,MultiPlan,Primary Network,,5699.4,,,,2849.7,6660.16,percent of total billed charges,
RA Scapula Left,7695245,CDM,278,RC,C1886,HCPCS,,,facility,outpatient,,,8142,2361.18,MultiPlan,Primary Network,,5699.4,,,,2621.72,6660.16,percent of total billed charges,
RA Scapula Left,last_updated_on,version,hospital_location,hospital_address,license_number|MO,"To the best of its knowledge and belief, the hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date indicated.",,,,,,,,,,,,,,,,,,,
RA Scapula Left,9092773,CDM,360,RC,,,,,facility,inpatient,,,1832,531.28,Aetna,First Health,,1498.58,,,,1099.2,1498.58,percent of total billed charges,
RA Scapula Left,9092773,CDM,360,RC,,,,,facility,outpatient,,,1832,531.28,Aetna,First Health,,1498.58,,,,641.2,4765,percent of total billed charges,
RA Scapula Left,6043878,CDM,361,RC,,,,,facility,inpatient,,,2745,796.05,Aetna,First Health,,2245.41,,,,1647,2245.41,percent of total billed charges,
RA Scapula Left,6043878,CDM,361,RC,,,,,facility,outpatient,,,2745,796.05,Aetna,First Health,,2245.41,,,,960.75,4765,percent of total billed charges,
RA Scapula Left,3661929,CDM,361,RC,,,,,facility,inpatient,,,3738,1084.02,Aetna,First Health,,3057.68,,,,2242.8,3057.68,percent of total billed charges,
RA Scapula Left,3661929,CDM,361,RC,,,,,facility,outpatient,,,3738,1084.02,Aetna,First Health,,3057.68,,,,1308.3,4765,percent of total billed charges,
RA Scapula Left,654595,CDM,361,RC,,,,,facility,inpatient,,,3738,1084.02,Aetna,First Health,,3057.68,,,,2242.8,3057.68,percent of total billed charges,
RA Scapula Left,654595,CDM,361,RC,,,,,facility,outpatient,,,3738,1084.02,Aetna,First Health,,3057.68,,,,1308.3,4765,percent of total billed charges,
RA Scapula Left,6043876,CDM,361,RC,,,,,facility,inpatient,,,2995,868.55,Aetna,First Health,,2449.91,,,,1797,2449.91,percent of total billed charges,
RA Scapula Left,6043876,CDM,361,RC,,,,,facility,outpatient,,,2995,868.55,Aetna,First Health,,2449.91,,,,1048.25,4765,percent of total billed charges,
RA Scapula Left,654590,CDM,361,RC,,,,,facility,inpatient,,,3863,1120.27,Aetna,First Health,,3159.93,,,,2317.8,3159.93,percent of total billed charges,
RA Scapula Left,654590,CDM,361,RC,,,,,facility,outpatient,,,3863,1120.27,Aetna,First Health,,3159.93,,,,1352.05,4765,percent of total billed charges,
RA Scapula Left,6043874,CDM,361,RC,,,,,facility,inpatient,,,3823,1108.67,Aetna,First Health,,3127.21,,,,2293.8,3127.21,percent of total billed charges,
RA Scapula Left,6043874,CDM,361,RC,,,,,facility,outpatient,,,3823,1108.67,Aetna,First Health,,3127.21,,,,1338.05,4765,percent of total billed charges,
RA Scapula Left,654584,CDM,361,RC,,,,,facility,inpatient,,,4075,1181.75,Aetna,First Health,,3333.35,,,,2445,3333.35,percent of total billed charges,
RA Scapula Left,654584,CDM,361,RC,,,,,facility,outpatient,,,4075,1181.75,Aetna,First Health,,3333.35,,,,1426.25,4765,percent of total billed charges,
RA Scapula Left,7991406,CDM,361,RC,,,,,facility,inpatient,,,1900,551,Aetna,First Health,,1554.2,,,,1140,1554.2,percent of total billed charges,
RA Scapula Left,7991406,CDM,361,RC,,,,,facility,outpatient,,,1900,551,Aetna,First Health,,1554.2,,,,665,4765,percent of total billed charges,
RA Scapula Left,7991410,CDM,361,RC,,,,,facility,inpatient,,,1900,551,Aetna,First Health,,1554.2,,,,1140,1554.2,percent of total billed charges,
RA Scapula Right,7991410,CDM,361,RC,,,,,facility,outpatient,,,1900,551,Aetna,First Health,,1554.2,,,,665,4765,percent of total billed charges,
RA Scapula Right,8181312,CDM,361,RC,,,,,facility,inpatient,,,3863,1120.27,Aetna,First Health,,3159.93,,,,2317.8,3159.93,percent of total billed charges,
RA Scapula Right,8181312,CDM,361,RC,,,,,facility,outpatient,,,3863,1120.27,Aetna,First Health,,3159.93,,,,1352.05,4765,percent of total billed charges,
RA Scapula Right,8181320,CDM,361,RC,,,,,facility,inpatient,,,3863,1120.27,Aetna,First Health,,3159.93,,,,2317.8,3159.93,percent of total billed charges,
RA Scapula Right,8181320,CDM,361,RC,,,,,facility,outpatient,,,3863,1120.27,Aetna,First Health,,3159.93,,,,1352.05,4765,percent of total billed charges,
RA Scapula Right,8181322,CDM,361,RC,,,,,facility,inpatient,,,7476,2168.04,Aetna,First Health,,6115.37,,,,4485.6,6115.37,percent of total billed charges,
RA Scapula Right,8181322,CDM,361,RC,,,,,facility,outpatient,,,7476,2168.04,Aetna,First Health,,6115.37,,,,2616.6,6115.37,percent of total billed charges,
RA Scapula Right,7913740,CDM,361,RC,,,,,facility,inpatient,,,1162,336.98,Aetna,First Health,,950.52,,,,697.2,950.52,percent of total billed charges,
RA Scapula Right,7913740,CDM,361,RC,,,,,facility,outpatient,,,1162,336.98,Aetna,First Health,,950.52,,,,406.7,4765,percent of total billed charges,
RA Scapula Right,7913744,CDM,361,RC,,,,,facility,inpatient,,,1162,336.98,Aetna,First Health,,950.52,,,,697.2,950.52,percent of total billed charges,
RA Scapula Right,7913744,CDM,361,RC,,,,,facility,outpatient,,,1162,336.98,Aetna,First Health,,950.52,,,,406.7,4765,percent of total billed charges,
RA Scapula Right,9092776,CDM,361,RC,,,,,facility,inpatient,,,1832,531.28,Aetna,First Health,,1498.58,,,,1099.2,1498.58,percent of total billed charges,
RA Scapula Right,9092776,CDM,361,RC,,,,,facility,outpatient,,,1832,531.28,Aetna,First Health,,1498.58,,,,641.2,4765,percent of total billed charges,
RA Scapula Right,9092777,CDM,361,RC,,,,,facility,inpatient,,,1832,531.28,Aetna,First Health,,1498.58,,,,1099.2,1498.58,percent of total billed charges,
RA Scapula Right,9092777,CDM,361,RC,,,,,facility,outpatient,,,1832,531.28,Aetna,First Health,,1498.58,,,,641.2,4765,percent of total billed charges,
RA Scapula Right,9094377,CDM,361,RC,,,,,facility,inpatient,,,1832,531.28,Aetna,First Health,,1498.58,,,,1099.2,1498.58,percent of total billed charges,
RA Scapula Right,9094377,CDM,361,RC,,,,,facility,outpatient,,,1832,531.28,Aetna,First Health,,1498.58,,,,641.2,4765,percent of total billed charges,
RA Scapula Right,9092774,CDM,361,RC,,,,,facility,inpatient,,,1832,531.28,Aetna,First Health,,1498.58,,,,1099.2,1498.58,percent of total billed charges,
RA Scapula Right,9092774,CDM,361,RC,,,,,facility,outpatient,,,1832,531.28,Aetna,First Health,,1498.58,,,,641.2,4765,percent of total billed charges,
RA Scapula Right,9092775,CDM,361,RC,,,,,facility,inpatient,,,1832,531.28,Aetna,First Health,,1498.58,,,,1099.2,1498.58,percent of total billed charges,
RA Scapula Right,9092775,CDM,361,RC,,,,,facility,outpatient,,,1832,531.28,Aetna,First Health,,1498.58,,,,641.2,4765,percent of total billed charges,
RA Scapula Right,8154198,CDM,361,RC,,,,,facility,inpatient,,,3682,1067.78,Aetna,First Health,,3011.88,,,,2209.2,3011.88,percent of total billed charges,
RA Scapula Right,8154198,CDM,361,RC,,,,,facility,outpatient,,,3682,1067.78,Aetna,First Health,,3011.88,,,,1288.7,4765,percent of total billed charges,
RA Scapula Right,8436137,CDM,361,RC,,,,,facility,inpatient,,,1809,524.61,Aetna,First Health,,1479.76,,,,1085.4,1479.76,percent of total billed charges,
RA Scapula Right,8436137,CDM,361,RC,,,,,facility,outpatient,,,1809,524.61,Aetna,First Health,,1479.76,,,,633.15,4765,percent of total billed charges,
RA Scapula Right,9094376,CDM,361,RC,,,,,facility,inpatient,,,1832,531.28,Aetna,First Health,,1498.58,,,,1099.2,1498.58,percent of total billed charges,
RA Scapula Right,9094376,CDM,361,RC,,,,,facility,outpatient,,,1832,531.28,Aetna,First Health,,1498.58,,,,641.2,4765,percent of total billed charges,
RA Scapula Right,9094378,CDM,361,RC,,,,,facility,inpatient,,,1832,531.28,Aetna,First Health,,1498.58,,,,1099.2,1498.58,percent of total billed charges,
RA Scoliosis Study 1 View,9094378,CDM,361,RC,,,,,facility,outpatient,,,1832,531.28,Aetna,First Health,,1498.58,,,,641.2,4765,percent of total billed charges,
RA Scoliosis Study 1 View,8436172,CDM,361,RC,,,,,facility,inpatient,,,1809,524.61,Aetna,First Health,,1479.76,,,,1085.4,1479.76,percent of total billed charges,
RA Scoliosis Study 1 View,8436172,CDM,361,RC,,,,,facility,outpatient,,,1809,524.61,Aetna,First Health,,1479.76,,,,633.15,4765,percent of total billed charges,
RA Scoliosis Study 1 View,8436173,CDM,361,RC,,,,,facility,inpatient,,,1599,463.71,Aetna,First Health,,1307.98,,,,959.4,1307.98,percent of total billed charges,
RA Scoliosis Study 1 View,8436173,CDM,361,RC,,,,,facility,outpatient,,,1599,463.71,Aetna,First Health,,1307.98,,,,559.65,4765,percent of total billed charges,
RA Scoliosis Study 1 View,9094379,CDM,361,RC,,,,,facility,inpatient,,,1832,531.28,Aetna,First Health,,1498.58,,,,1099.2,1498.58,percent of total billed charges,
RA Scoliosis Study 1 View,9094379,CDM,361,RC,,,,,facility,outpatient,,,1832,531.28,Aetna,First Health,,1498.58,,,,641.2,4765,percent of total billed charges,
RA Scoliosis Study 1 View,8436174,CDM,361,RC,,,,,facility,inpatient,,,1743,505.47,Aetna,First Health,,1425.77,,,,1045.8,1425.77,percent of total billed charges,
RA Scoliosis Study 1 View,8436174,CDM,361,RC,,,,,facility,outpatient,,,1743,505.47,Aetna,First Health,,1425.77,,,,610.05,4765,percent of total billed charges,
RA Scoliosis Study 1 View,8436175,CDM,361,RC,,,,,facility,inpatient,,,1743,505.47,Aetna,First Health,,1425.77,,,,1045.8,1425.77,percent of total billed charges,
RA Scoliosis Study 1 View,8436175,CDM,361,RC,,,,,facility,outpatient,,,1743,505.47,Aetna,First Health,,1425.77,,,,610.05,4765,percent of total billed charges,
RA Scoliosis Study 1 View,8945730,CDM,361,RC,,,,,facility,inpatient,,,7086,2054.94,Aetna,First Health,,5796.35,,,,4251.6,5796.35,percent of total billed charges,
RA Scoliosis Study 1 View,8945730,CDM,361,RC,,,,,facility,outpatient,,,7086,2054.94,Aetna,First Health,,5796.35,,,,2480.1,5796.35,percent of total billed charges,
RA Scoliosis Study 1 View,8927458,CDM,361,RC,,,,,facility,inpatient,,,3863,1120.27,Aetna,First Health,,3159.93,,,,2317.8,3159.93,percent of total billed charges,
RA Scoliosis Study 1 View,8927458,CDM,361,RC,,,,,facility,outpatient,,,3863,1120.27,Aetna,First Health,,3159.93,,,,1352.05,4765,percent of total billed charges,
RA Scoliosis Study 1 View,8927460,CDM,361,RC,,,,,facility,inpatient,,,3544,1027.76,Aetna,First Health,,2898.99,,,,2126.4,2898.99,percent of total billed charges,
RA Scoliosis Study 1 View,8927460,CDM,361,RC,,,,,facility,outpatient,,,3544,1027.76,Aetna,First Health,,2898.99,,,,1240.4,4765,percent of total billed charges,
RA Scoliosis Study 1 View,8945720,CDM,361,RC,,,,,facility,inpatient,,,14082,4083.78,Aetna,First Health,,11519.08,,,,8449.2,11519.08,percent of total billed charges,
RA Scoliosis Study 1 View,8945720,CDM,361,RC,,,,,facility,outpatient,,,14082,4083.78,Aetna,First Health,,11519.08,,,,4476,11519.08,percent of total billed charges,
RA Scoliosis Study 1 View,614050,CDM,361,RC,,,,,facility,inpatient,,,4075,1181.75,Aetna,First Health,,3333.35,,,,2445,3333.35,percent of total billed charges,
RA Scoliosis Study 1 View,614050,CDM,361,RC,,,,,facility,outpatient,,,4075,1181.75,Aetna,First Health,,3333.35,,,,1426.25,4765,percent of total billed charges,
